ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00136677;Jordy;Makengo;Makengo;Jordy Makengo;SC Freiburg;DEFENDER;1600000;48;3.63
pl-k00136735;Hannes;Heilmair;Heilmair;Hannes Heilmair;Bayern München;GOALKEEPER;999000000;0;0.0
pl-k00136835;Yusuf;Kabadayi;Kabadayi;Yusuf Kabadayi;FC Augsburg;FORWARD;1000000;13;0.0
pl-k00137069;Benjamin;Atiabou;Atiabou;Benjamin Atiabou;Werder Bremen;DEFENDER;999000000;0;0.0
pl-k00137082;Leopold;Querfeld;Querfeld;Leopold Querfeld;1. FC Union Berlin;DEFENDER;1800000;89;3.69
pl-k00137168;Yvandro;Borges Sanches;Borges Sanches;Yvandro Borges Sanches;Bor. Mönchengladbach;MIDFIELDER;500000;0;0.0
pl-k00137290;Aaron;Zehnter;Zehnter;Aaron Zehnter;VfL Wolfsburg;DEFENDER;1800000;0;0.0
pl-k00137750;Luka;Hyryläinen;Hyryläinen;Luka Hyryläinen;TSG Hoffenheim;MIDFIELDER;1200000;0;0.0
pl-k00137800;Elias;Saad;Saad;Elias Saad;FC Augsburg;FORWARD;1700000;64;3.67
pl-k00137928;Joao;Pinto;Pinto;Joao Pinto;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00137935;Fabio;Chiarodia;Chiarodia;Fabio Chiarodia;Bor. Mönchengladbach;DEFENDER;1300000;39;3.7
pl-k00137941;Dominik;Kasper;Kasper;Dominik Kasper;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00137953;Veit;Stange;Stange;Veit Stange;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00137968;Maurice;Boakye;M. Boakye;Maurice Boakye;Hamburger SV;FORWARD;999000000;0;0.0
pl-k00137974;David;Igboanugo;Igboanugo;David Igboanugo;Werder Bremen;DEFENDER;999000000;0;0.0
pl-k00137989;Richard;Meier;R. Meier;Richard Meier;Bayern München;FORWARD;999000000;0;0.0
pl-k00138020;Aljoscha;Kemlein;Kemlein;Aljoscha Kemlein;1. FC Union Berlin;MIDFIELDER;1600000;52;3.59
pl-k00138025;David;Preu;Preu;David Preu;1. FC Union Berlin;MIDFIELDER;800000;4;4.5
pl-k00138026;Yannic;Stein;Stein;Yannic Stein;1. FC Union Berlin;GOALKEEPER;500000;0;0.0
pl-k00138055;Joel;Imasuen;Imasuen;Joel Imasuen;Werder Bremen;FORWARD;999000000;0;0.0
pl-k00138076;Ismael;Mansaray;Mansaray;Ismael Mansaray;Borussia Dortmund;DEFENDER;999000000;0;0.0
pl-k00138185;Tim;Müller;T. Müller;Tim Müller;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00138188;Justus;Götze;Götze;Justus Götze;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00138202;Muhammed;Damar;Damar;Muhammed Damar;TSG Hoffenheim;MIDFIELDER;1800000;0;0.0
pl-k00138205;Dritan;Maqkaj;Maqkaj;Dritan Maqkaj;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00138206;Jerik;von der Felsen;von der Felsen;Jerik von der Felsen;VfB Stuttgart;GOALKEEPER;999000000;0;0.0
pl-k00138402;Bennet;Winter;Winter;Bennet Winter;FC St. Pauli;FORWARD;999000000;0;0.0
pl-k00138418;Daniel;Starodid;Starodid;Daniel Starodid;Eintracht Frankfurt;FORWARD;999000000;0;0.0
pl-k00138447;Nick;Rasoulinia;Rasoulinia;Nick Rasoulinia;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00138453;Mahmut;Kücüksahin;Kücüksahin;Mahmut Kücüksahin;FC Augsburg;MIDFIELDER;500000;0;0.0
pl-k00138505;Luka;Janes;Janes;Luka Janes;1. FC Heidenheim;MIDFIELDER;500000;0;0.0
pl-k00138529;Aleksandar;Pavlovic;Pavlovic;Aleksandar Pavlovic;Bayern München;MIDFIELDER;3600000;96;3.32
pl-k00138530;Paul;Wanner;Wanner;Paul Wanner;Bayern München;MIDFIELDER;1800000;92;3.75
pl-k00139040;Nediljko;Labrovic;Labrovic;Nediljko Labrovic;FC Augsburg;GOALKEEPER;800000;86;3.13
pl-k00139265;Lovis;Bierschenk;Bierschenk;Lovis Bierschenk;1. FSV Mainz 05;FORWARD;999000000;0;0.0
pl-k00139267;Simon;Walde;Walde;Simon Walde;Bor. Mönchengladbach;DEFENDER;999000000;0;0.0
pl-k00139268;Hannes;Hermann;Hermann;Hannes Hermann;Hamburger SV;GOALKEEPER;500000;0;0.0
pl-k00139272;Samuele;di Benedetto;di Benedetto;Samuele di Benedetto;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00139273;Mert;Kömür;Kömür;Mert Kömür;FC Augsburg;MIDFIELDER;1400000;48;3.77
pl-k00139302;Mohammed;Amoura;Amoura;Mohammed Amoura;VfL Wolfsburg;FORWARD;4200000;227;3.18
pl-k00139305;Antonio;Nusa;Nusa;Antonio Nusa;RB Leipzig;MIDFIELDER;3000000;106;3.45
pl-k00139325;Yannik;Dasbach;Dasbach;Yannik Dasbach;Bor. Mönchengladbach;DEFENDER;999000000;0;0.0
pl-k00139327;David;Odogu;Odogu;David Odogu;VfL Wolfsburg;DEFENDER;700000;12;3.25
pl-k00139328;Luke;Rahmann;Rahmann;Luke Rahmann;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00139331;Bence;Dardai;B. Dardai;Bence Dardai;VfL Wolfsburg;MIDFIELDER;1600000;62;3.81
pl-k00139334;Charles;Herrmann;Herrmann;Charles Herrmann;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00139335;Almugera;Kabar;Kabar;Almugera Kabar;Borussia Dortmund;DEFENDER;1000000;5;4.5
pl-k00139336;Raul;König;König;Raul König;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00139337;Leonard;Krasniqi;Krasniqi;Leonard Krasniqi;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00139342;Assan;Ouedraogo;Ouedraogo;Assan Ouedraogo;RB Leipzig;MIDFIELDER;1400000;0;5.0
pl-k00140559;Kaden;Amaniampong;Amaniampong;Kaden Amaniampong;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00140560;Emin;Kujovic;Kujovic;Emin Kujovic;1. FC Köln;MIDFIELDER;500000;0;0.0
pl-k00140563;Max;Finkgräfe;Finkgräfe;Max Finkgräfe;RB Leipzig;DEFENDER;1500000;0;0.0
pl-k00140567;Romeo;Aigbekaen;Aigbekaen;Romeo Aigbekaen;FC St. Pauli;FORWARD;500000;0;0.0
pl-k00140579;Maximilian;Neutgens;Neutgens;Maximilian Neutgens;Bor. Mönchengladbach;GOALKEEPER;999000000;0;0.0
pl-k00140642;Tony;Reitz;Reitz;Tony Reitz;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00140649;Ben Vincent;Hüning;Hüning;Ben Vincent Hüning;Borussia Dortmund;DEFENDER;999000000;0;0.0
pl-k00140663;Ayoube;Amaimouni-Echghouyab;Amaimouni-Echghouyab;Ayoube Amaimouni-Echghouyab;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00141128;Jonas;Bauer;Bauer;Jonas Bauer;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00141432;Marin;Ljubicic;Ljubicic;Marin Ljubicic;1. FC Union Berlin;FORWARD;1300000;21;4.1
pl-k00141445;Anas;Alaoui;Alaoui;Anas Alaoui;Eintracht Frankfurt;FORWARD;999000000;0;0.0
pl-k00141450;Etienne;Borie;Borie;Etienne Borie;1. FC Köln;MIDFIELDER;999000000;0;0.0
pl-k00141453;Noah;Darvich;Darvich;Noah Darvich;VfB Stuttgart;MIDFIELDER;1400000;0;0.0
pl-k00141455;Finn;Jeltsch;Jeltsch;Finn Jeltsch;VfB Stuttgart;DEFENDER;2000000;40;3.56
pl-k00141456;Max;Moerstedt;Moerstedt;Max Moerstedt;TSG Hoffenheim;FORWARD;1400000;20;4.07
pl-k00141457;Robert;Ramsak;Ramsak;Robert Ramsak;RB Leipzig;FORWARD;500000;0;0.0
pl-k00141460;Nico;Vidic;Vidic;Nico Vidic;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00141461;Bilal;Yalcinkaya;Yalcinkaya;Bilal Yalcinkaya;Hamburger SV;MIDFIELDER;500000;0;0.0
pl-k00141462;Veis;Yildiz;Yildiz;Veis Yildiz;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00141500;Jobe;Bellingham;Bellingham;Jobe Bellingham;Borussia Dortmund;MIDFIELDER;3200000;0;0.0
pl-k00141546;David;Heindl;Heindl;David Heindl;Bayern München;DEFENDER;999000000;0;0.0
pl-k00141642;Vincent;Manuba;Manuba;Vincent Manuba;Bayern München;DEFENDER;999000000;0;0.0
pl-k00141647;Noah;Wagner;N. Wagner;Noah Wagner;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00141649;Benjamin;Lade;Lade;Benjamin Lade;TSG Hoffenheim;GOALKEEPER;999000000;0;0.0
pl-k00141651;Farid;Alfa-Ruprecht;Alfa-Ruprecht;Farid Alfa-Ruprecht;Bayer 04 Leverkusen;FORWARD;800000;0;0.0
pl-k00141653;Eliot;Bujupi;Bujupi;Eliot Bujupi;VfB Stuttgart;FORWARD;999000000;0;0.0
pl-k00141654;Maxim;Dal;Dal;Maxim Dal;1. FSV Mainz 05;DEFENDER;500000;0;0.0
pl-k00141655;Fayssal;Harchaoui;Harchaoui;Fayssal Harchaoui;1. FC Köln;MIDFIELDER;500000;0;0.0
pl-k00141658;Yannick;Mausehund;Mausehund;Yannick Mausehund;1. FC Köln;DEFENDER;999000000;0;0.0
pl-k00141659;Lorenz;Rachinger;Rachinger;Lorenz Rachinger;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00141756;Elias;Baum;Baum;Elias Baum;Eintracht Frankfurt;DEFENDER;1500000;0;0.0
pl-k00142934;Selcuk;Rinal;Rinal;Selcuk Rinal;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00142935;Muhammad;Dahaba;Dahaba;Muhammad Dahaba;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00143055;Anrie;Chase;Chase;Anrie Chase;VfB Stuttgart;DEFENDER;800000;14;4.17
pl-k00143296;David;Amegnaglo;Amegnaglo;David Amegnaglo;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00143407;Luca;Jaquez;Jaquez;Luca Jaquez;VfB Stuttgart;DEFENDER;1700000;24;2.88
pl-k00143483;Jarell;Quansah;Quansah;Jarell Quansah;Bayer 04 Leverkusen;DEFENDER;3400000;0;0.0
pl-k00143858;Filippo;Mané;Mané;Filippo Mané;Borussia Dortmund;DEFENDER;500000;0;0.0
pl-k00143938;Jeanuel;Belocian;Belocian;Jeanuel Belocian;Bayer 04 Leverkusen;DEFENDER;1400000;8;4.5
pl-k00144201;Timon;Kramer;Kramer;Timon Kramer;Hamburger SV;DEFENDER;999000000;0;0.0
pl-k00144205;Luis;Jahraus;Jahraus;Luis Jahraus;FC St. Pauli;MIDFIELDER;999000000;0;0.0
pl-k00144221;Patrick;Götzelmann;Götzelmann;Patrick Götzelmann;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00144284;Max;Herrmann;Herrmann;Max Herrmann;FC St. Pauli;MIDFIELDER;999000000;0;0.0
pl-k00144287;Nikolas;Veratschnig;Veratschnig;Nikolas Veratschnig;1. FSV Mainz 05;DEFENDER;1500000;38;3.3
pl-k00144321;David;Mokwa;Mokwa;David Mokwa;TSG Hoffenheim;FORWARD;500000;4;0.0
pl-k00144420;Sota;Kawasaki;Kawasaki;Sota Kawasaki;1. FSV Mainz 05;MIDFIELDER;1500000;0;0.0
pl-k00144481;Oleg;Skakun;Skakun;Oleg Skakun;FC St. Pauli;FORWARD;999000000;0;0.0
pl-k00144659;Omar;Megeed;Megeed;Omar Megeed;Hamburger SV;MIDFIELDER;999000000;0;0.0
pl-k00144843;Arthur Augusto;de Matos Soares;Arthur;Arthur;Bayer 04 Leverkusen;DEFENDER;1400000;28;4.28
pl-k00145004;Julian;Malatini;Malatini;Julian Malatini;Werder Bremen;DEFENDER;1400000;37;3.5
pl-k00145594;Arthur;Largura Chaves;Arthur Chaves;Arthur Chaves;TSG Hoffenheim;DEFENDER;1800000;91;3.64
pl-k00145626;Leon;Opitz;Opitz;Leon Opitz;Werder Bremen;MIDFIELDER;800000;0;0.0
pl-k00145968;Metehan;Yildirim;Yildirim;Metehan Yildirim;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00145970;Luca;Marino;Marino;Luca Marino;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00145982;Ahmed;Etri;Etri;Ahmed Etri;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00146018;Leon;Klanac;Klanac;Leon Klanac;Bayern München;GOALKEEPER;999000000;0;0.0
pl-k00146019;Elias;Benkara;Benkara;Elias Benkara;Borussia Dortmund;DEFENDER;999000000;0;0.0
pl-k00146020;Franz;Bleicher;Bleicher;Franz Bleicher;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00146022;Luca;Erlein;Erlein;Luca Erlein;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00146026;Adin;Licina;Licina;Adin Licina;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00146028;Tyler;Meiser;Meiser;Tyler Meiser;Bor. Mönchengladbach;DEFENDER;999000000;0;0.0
pl-k00146029;Cenny;Neumann;Neumann;Cenny Neumann;1. FC Köln;FORWARD;999000000;0;0.0
pl-k00146032;Tiago;Poller;Poller;Tiago Poller;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00146034;Niklas;Swider;Swider;Niklas Swider;Bor. Mönchengladbach;MIDFIELDER;500000;0;0.0
pl-k00146040;Ibrahim;Digberekou;Digberekou;Ibrahim Digberekou;Bor. Mönchengladbach;DEFENDER;999000000;0;0.0
pl-k00146044;Arthur;Vermeeren;Vermeeren;Arthur Vermeeren;RB Leipzig;MIDFIELDER;2000000;64;3.85
pl-k00146099;Tiago;Pereira Cardoso;Pereira Cardoso;Tiago Pereira Cardoso;Bor. Mönchengladbach;GOALKEEPER;800000;33;3.0
pl-k00146119;Jayson;Videira;Videira;Jayson Videira;1. FSV Mainz 05;FORWARD;999000000;0;0.0
pl-k00146139;Simon;Mühlbauer;Mühlbauer;Simon Mühlbauer;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00146140;David;Lichtensteiger;Lichtensteiger;David Lichtensteiger;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00146229;Ezechiel;Banzuzi;Banzuzi;Ezechiel Banzuzi;RB Leipzig;MIDFIELDER;2400000;0;0.0
pl-k00146245;Kosta;Nedeljkovic;Nedeljkovic;Kosta Nedeljkovic;RB Leipzig;DEFENDER;1800000;16;4.07
pl-k00146285;Semih;Kara;Kara;Semih Kara;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00146286;Diren;Dagdeviren;Dagdeviren;Diren Dagdeviren;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00146292;Can;Uzun;Uzun;Can Uzun;Eintracht Frankfurt;MIDFIELDER;2000000;73;3.45
pl-k00146323;Oscar;Höjlund;O. Höjlund;Oscar Höjlund;Eintracht Frankfurt;MIDFIELDER;1500000;46;3.83
pl-k00146365;Marcel;Kalemba;Kalemba;Marcel Kalemba;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00146695;Dominik;Lindermeir;Lindermeir;Dominik Lindermeir;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00146959;Julien;Duranville;Duranville;Julien Duranville;Borussia Dortmund;FORWARD;1600000;16;4.2
pl-k00147361;Leny;Meyer;Meyer;Leny Meyer;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00147429;Prince;Aning;Aning;Prince Aning;Borussia Dortmund;DEFENDER;999000000;0;0.0
pl-k00147495;Michael;Glück;Glück;Michael Glück;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00147675;Oscar;Wiklöf;Wiklöf;Oscar Wiklöf;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00147836;Denis;Donkor;Donkor;Denis Donkor;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00147890;Robin;Hranac;Hranac;Robin Hranac;TSG Hoffenheim;DEFENDER;1300000;-4;4.5
pl-k00147901;Skelly;Alvero;Alvero;Skelly Alvero;Werder Bremen;MIDFIELDER;1200000;12;4.38
pl-k00148187;Fares;Chaibi;Chaibi;Fares Chaibi;Eintracht Frankfurt;MIDFIELDER;1600000;48;4.07
pl-k00148193;Sebastian;Sebulonsen;Sebulonsen;Sebastian Sebulonsen;1. FC Köln;DEFENDER;1600000;0;0.0
pl-k00148349;Andreas;Hountondji;Hountondji;Andreas Hountondji;FC St. Pauli;FORWARD;1400000;0;0.0
pl-k00148644;Jason;Amann;Amann;Jason Amann;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00148645;Dennis;Azakir;Azakir;Dennis Azakir;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00148648;Aiman;Dardari;Dardari;Aiman Dardari;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00148650;Daniel;Gleiber;Gleiber;Daniel Gleiber;1. FSV Mainz 05;MIDFIELDER;600000;0;0.0
pl-k00148653;Pit;Zuther;Zuther;Pit Zuther;1. FSV Mainz 05;GOALKEEPER;999000000;0;0.0
pl-k00148821;Krisztian;Lisztes;Lisztes;Krisztian Lisztes;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00149094;Jean-Matteo;Bahoya;Bahoya;Jean-Matteo Bahoya;Eintracht Frankfurt;MIDFIELDER;2200000;70;3.68
pl-k00149146;Ibrahim;Maza;Maza;Ibrahim Maza;Bayer 04 Leverkusen;MIDFIELDER;2000000;0;0.0
pl-k00149255;Florian;Dimmer;Dimmer;Florian Dimmer;Bor. Mönchengladbach;GOALKEEPER;999000000;0;0.0
pl-k00149267;Joshua;Uwakhonye;Uwakhonye;Joshua Uwakhonye;Bor. Mönchengladbach;FORWARD;999000000;0;0.0
pl-k00149293;Peter;Reinhardt;Reinhardt;Peter Reinhardt;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00149396;Kyliane;Dong;Dong;Kyliane Dong;FC Augsburg;FORWARD;1200000;0;0.0
pl-k00149402;Leon;Catak;Catak;Leon Catak;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00149404;Jaaso;Jantunen;Jantunen;Jaaso Jantunen;SC Freiburg;GOALKEEPER;999000000;0;0.0
pl-k00149407;Bruno;Ogbus;Ogbus;Bruno Ogbus;SC Freiburg;DEFENDER;500000;4;0.0
pl-k00149411;David;Schopper;Schopper;David Schopper;SC Freiburg;DEFENDER;999000000;0;0.0
pl-k00149412;Karl;Steinmann;Steinmann;Karl Steinmann;SC Freiburg;DEFENDER;999000000;0;0.0
pl-k00149413;Louis;Tober;Tober;Louis Tober;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00149443;Tim;Köhler;Köhler;Tim Köhler;RB Leipzig;DEFENDER;500000;0;0.0
pl-k00149446;Tino;Kaufmann;Kaufmann;Tino Kaufmann;VfB Stuttgart;FORWARD;999000000;0;0.0
pl-k00149459;Paul;Bellmann;Bellmann;Paul Bellmann;Werder Bremen;MIDFIELDER;999000000;0;0.0
pl-k00149508;Ilyas;Ansah;Ansah;Ilyas Ansah;1. FC Union Berlin;FORWARD;1400000;0;0.0
pl-k00149538;Joel;Agyekum;Agyekum;Joel Agyekum;Hamburger SV;DEFENDER;500000;0;0.0
pl-k00149539;Fabio;Baldé;Baldé;Fabio Baldé;Hamburger SV;MIDFIELDER;1300000;0;0.0
pl-k00149540;Lukas;Bornschein;Bornschein;Lukas Bornschein;Hamburger SV;DEFENDER;999000000;0;0.0
pl-k00149544;Benjamin;Lamce;Lamce;Benjamin Lamce;Hamburger SV;MIDFIELDER;999000000;0;0.0
pl-k00149546;Glory;Kiveta;Kiveta;Glory Kiveta;Hamburger SV;FORWARD;999000000;0;0.0
pl-k00149566;Tim;Hoops;Hoops;Tim Hoops;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00149628;Tobias;Jäger;Jäger;Tobias Jäger;FC Augsburg;GOALKEEPER;999000000;0;0.0
pl-k00149646;Robert;Deziel;Deziel;Robert Deziel;Bayern München;MIDFIELDER;999000000;0;0.0
