ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00071295;Dominik;Nothnagel;Nothnagel;Dominik Nothnagel;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00071610;Janik;Haberer;Haberer;Janik Haberer;1. FC Union Berlin;MIDFIELDER;1700000;66;3.86
pl-k00071930;Yannick;Gerhardt;Gerhardt;Yannick Gerhardt;VfL Wolfsburg;MIDFIELDER;2000000;68;3.75
pl-k00071980;Marius;Müller;M. Müller;Marius Müller;VfL Wolfsburg;GOALKEEPER;1000000;47;2.5
pl-k00072199;Christopher;Lenz;C. Lenz;Christopher Lenz;TSG Hoffenheim;DEFENDER;1400000;0;0.0
pl-k00072607;Niklas;Lomb;Lomb;Niklas Lomb;Bayer 04 Leverkusen;GOALKEEPER;500000;0;0.0
pl-k00072676;Benedikt;Gimber;Gimber;Benedikt Gimber;1. FC Heidenheim;DEFENDER;1800000;98;3.73
pl-k00072684;Leopold;Zingerle;Zingerle;Leopold Zingerle;RB Leipzig;GOALKEEPER;500000;0;0.0
pl-k00072706;Christian;Günter;Günter;Christian Günter;SC Freiburg;DEFENDER;2600000;135;3.48
pl-k00072755;Alexander;Nübel;Nübel;Alexander Nübel;VfB Stuttgart;GOALKEEPER;3400000;218;3.06
pl-k00072759;Vincenzo;Grifo;Grifo;Vincenzo Grifo;SC Freiburg;MIDFIELDER;4000000;210;3.39
pl-k00073015;Anthony;Losilla;Losilla;Anthony Losilla;VfL Bochum;MIDFIELDER;2000000;46;3.84
pl-k00073206;Marcel;Sabitzer;Sabitzer;Marcel Sabitzer;Borussia Dortmund;MIDFIELDER;4000000;75;3.73
pl-k00073704;Patrick;Mainka;P. Mainka;Patrick Mainka;1. FC Heidenheim;DEFENDER;2800000;174;3.35
pl-k00074868;Jakob;Busk;Busk;Jakob Busk;TSG Hoffenheim;GOALKEEPER;500000;0;0.0
pl-k00074943;Hendrik;Hofgärtner;Hofgärtner;Hendrik Hofgärtner;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00075006;Jeffrey;Gouweleeuw;Gouweleeuw;Jeffrey Gouweleeuw;FC Augsburg;DEFENDER;2200000;165;3.39
pl-k00075072;Alassane;Plea;Plea;Alassane Plea;Bor. Mönchengladbach;FORWARD;2500000;143;3.66
pl-k00075198;Finn;Porath;Porath;Finn Porath;Holstein Kiel;MIDFIELDER;1600000;90;3.77
pl-k00075261;Haris;Tabakovic;Tabakovic;Haris Tabakovic;TSG Hoffenheim;FORWARD;2500000;49;3.85
pl-k00075319;Marcel;Becher;Becher;Marcel Becher;RB Leipzig;MIDFIELDER;999000000;0;0.0
pl-k00075343;Laurynas;Kulikas;Kulikas;Laurynas Kulikas;Holstein Kiel;FORWARD;999000000;0;0.0
pl-k00075379;Silvan;Widmer;Widmer;Silvan Widmer;1. FSV Mainz 05;DEFENDER;1800000;54;3.83
pl-k00075608;Finn;Dahmen;Dahmen;Finn Dahmen;FC Augsburg;GOALKEEPER;1200000;153;2.76
pl-k00075624;Niklas;Dorsch;Dorsch;Niklas Dorsch;1. FC Heidenheim;MIDFIELDER;1500000;97;3.45
pl-k00075625;Dennis;Geiger;Geiger;Dennis Geiger;TSG Hoffenheim;MIDFIELDER;1600000;28;4.31
pl-k00075628;Salih;Özcan;Özcan;Salih Özcan;Borussia Dortmund;MIDFIELDER;1800000;46;3.78
pl-k00075632;Johannes;Eggestein;J. Eggestein;Johannes Eggestein;FC St. Pauli;FORWARD;1700000;80;3.91
pl-k00075651;Frederik;Rönnow;Rönnow;Frederik Rönnow;1. FC Union Berlin;GOALKEEPER;3200000;206;2.91
pl-k00076053;Michael;Zetterer;Zetterer;Michael Zetterer;Werder Bremen;GOALKEEPER;3200000;186;3.28
pl-k00076421;Phillipp;Mwene;Mwene;Phillipp Mwene;1. FSV Mainz 05;DEFENDER;1800000;151;3.44
pl-k00076446;Yussuf;Poulsen;Poulsen;Yussuf Poulsen;RB Leipzig;FORWARD;2200000;50;4.0
pl-k00076575;Lukas;Klostermann;Klostermann;Lukas Klostermann;RB Leipzig;DEFENDER;2000000;91;3.62
pl-k00076799;Julian;Weigl;Weigl;Julian Weigl;Bor. Mönchengladbach;MIDFIELDER;2200000;88;3.86
pl-k00076954;Tim;Kleindienst;Kleindienst;Tim Kleindienst;Bor. Mönchengladbach;FORWARD;3800000;202;3.45
pl-k00077009;Ihlas;Bebou;Bebou;Ihlas Bebou;TSG Hoffenheim;FORWARD;2500000;2;0.0
pl-k00077253;Alexander;Groiß;Groiß;Alexander Groiß;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00077322;Niklas;Klinger;Klinger;Niklas Klinger;VfL Wolfsburg;GOALKEEPER;500000;0;0.0
pl-k00077333;Marvin;Friedrich;Friedrich;Marvin Friedrich;Bor. Mönchengladbach;DEFENDER;1600000;76;3.23
pl-k00077696;Kevin;Brümmer;Brümmer;Kevin Brümmer;VfL Bochum;MIDFIELDER;999000000;0;0.0
pl-k00077817;Hauke;Wahl;Wahl;Hauke Wahl;FC St. Pauli;DEFENDER;1800000;134;3.48
pl-k00078467;Maximilian;Wittek;Wittek;Maximilian Wittek;VfL Bochum;DEFENDER;1700000;70;3.98
pl-k00078474;Florian;Brüggemann;Brüggemann;Florian Brüggemann;1. FC Union Berlin;GOALKEEPER;999000000;0;0.0
pl-k00078917;Jannik;Huth;Huth;Jannik Huth;SC Freiburg;GOALKEEPER;500000;0;0.0
pl-k00079036;Mahmoud;Dahoud;Dahoud;Mahmoud Dahoud;Eintracht Frankfurt;MIDFIELDER;2000000;34;3.33
pl-k00079078;Nikola;Vasilj;Vasilj;Nikola Vasilj;FC St. Pauli;GOALKEEPER;2200000;261;2.77
pl-k00079162;Robin;Fechner;Fechner;Robin Fechner;VfL Bochum;DEFENDER;999000000;0;0.0
pl-k00079169;Phil;Spillmann;Spillmann;Phil Spillmann;VfL Bochum;DEFENDER;999000000;0;0.0
pl-k00079170;Aymen;Arfaoui;Arfaoui;Aymen Arfaoui;VfL Bochum;MIDFIELDER;999000000;0;0.0
pl-k00079173;Joshua;Forbes;Forbes;Joshua Forbes;VfL Bochum;MIDFIELDER;999000000;0;0.0
pl-k00079176;Atakan;Karazor;Karazor;Atakan Karazor;VfB Stuttgart;MIDFIELDER;3000000;151;3.4
pl-k00079188;Timo;Becker;T. Becker;Timo Becker;Holstein Kiel;DEFENDER;1800000;68;3.95
pl-k00079199;Moritz;Nicolas;Nicolas;Moritz Nicolas;Bor. Mönchengladbach;GOALKEEPER;1800000;142;2.78
pl-k00079360;Pascal;Stenzel;P. Stenzel;Pascal Stenzel;VfB Stuttgart;DEFENDER;1700000;20;4.0
pl-k00079484;Eric;Oelschlägel;Oelschlägel;Eric Oelschlägel;FC St. Pauli;GOALKEEPER;500000;0;0.0
pl-k00079497;Maik;Lukowicz;Lukowicz;Maik Lukowicz;Werder Bremen;FORWARD;999000000;0;0.0
pl-k00079503;Maximilian;Eggestein;M. Eggestein;Maximilian Eggestein;SC Freiburg;MIDFIELDER;2500000;119;3.68
pl-k00079543;Leroy;Sané;L. Sané;Leroy Sané;Bayern München;MIDFIELDER;6500000;185;3.24
pl-k00079564;Lukas;Aigner;Aigner;Lukas Aigner;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00079573;Korbinian;Burger;Burger;Korbinian Burger;1. FSV Mainz 05;DEFENDER;999000000;0;0.0
pl-k00079577;Marius;Wolf;M. Wolf;Marius Wolf;FC Augsburg;MIDFIELDER;1800000;79;3.97
pl-k00079703;Michael;Eberwein;Eberwein;Michael Eberwein;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00079713;Jonas;Föhrenbach;Föhrenbach;Jonas Föhrenbach;1. FC Heidenheim;DEFENDER;1700000;74;3.81
pl-k00079750;Jonas;Beyer;J. Beyer;Jonas Beyer;1. FC Union Berlin;MIDFIELDER;999000000;0;0.0
pl-k00079751;Leonard;Brenneisen;Brenneisen;Leonard Brenneisen;1. FC Union Berlin;DEFENDER;999000000;0;0.0
pl-k00079813;Maximilian;Mittelstädt;Mittelstädt;Maximilian Mittelstädt;VfB Stuttgart;DEFENDER;3500000;149;3.42
pl-k00079914;Marvin;Schulz;M. Schulz;Marvin Schulz;Holstein Kiel;MIDFIELDER;1400000;14;4.83
pl-k00079917;Daniel-Kofi;Kyereh;Kyereh;Daniel-Kofi Kyereh;SC Freiburg;MIDFIELDER;1200000;0;0.0
pl-k00079935;Lucas;Höler;Höler;Lucas Höler;SC Freiburg;FORWARD;2800000;136;3.52
pl-k00080029;Patrick;Erras;Erras;Patrick Erras;Holstein Kiel;DEFENDER;1700000;22;4.15
pl-k00080083;Nadiem;Amiri;Amiri;Nadiem Amiri;1. FSV Mainz 05;MIDFIELDER;3500000;223;3.02
pl-k00080088;Grischa;Prömel;Prömel;Grischa Prömel;TSG Hoffenheim;MIDFIELDER;2500000;6;3.75
pl-k00080089;Nicolas;Sessa;Sessa;Nicolas Sessa;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00080159;Fabian;Rüdlin;Rüdlin;Fabian Rüdlin;SC Freiburg;MIDFIELDER;999000000;0;0.0
pl-k00080174;Waldemar;Anton;Anton;Waldemar Anton;Borussia Dortmund;DEFENDER;4000000;135;3.26
pl-k00080342;Felix;Passlack;Passlack;Felix Passlack;VfL Bochum;DEFENDER;1400000;85;3.95
pl-k00080351;Chris;Führich;Führich;Chris Führich;VfB Stuttgart;MIDFIELDER;5000000;146;3.41
pl-k00080364;Amos;Pieper;Pieper;Amos Pieper;Werder Bremen;DEFENDER;1600000;84;3.42
pl-k00080463;Finn;Wirlmann;Wirlmann;Finn Wirlmann;Holstein Kiel;DEFENDER;999000000;0;0.0
pl-k00080554;Elvis;Rexhbecaj;Rexhbecaj;Elvis Rexhbecaj;FC Augsburg;MIDFIELDER;1600000;72;3.83
pl-k00080766;Florian;Müller;F. Müller;Florian Müller;SC Freiburg;GOALKEEPER;800000;44;3.28
pl-k00080875;Adrian;Beck;Beck;Adrian Beck;1. FC Heidenheim;MIDFIELDER;1300000;133;3.36
pl-k00081437;Kingsley;Coman;Coman;Kingsley Coman;Bayern München;MIDFIELDER;4200000;140;3.17
pl-k00081465;Alejandro;Grimaldo;Grimaldo;Alejandro Grimaldo;Bayer 04 Leverkusen;DEFENDER;6500000;174;3.34
pl-k00081654;Robin;Börner;Börner;Robin Börner;RB Leipzig;DEFENDER;999000000;0;0.0
pl-k00081913;Florian;Neuhaus;Neuhaus;Florian Neuhaus;Bor. Mönchengladbach;MIDFIELDER;2200000;45;3.5
pl-k00081971;Jackson;Irvine;Irvine;Jackson Irvine;FC St. Pauli;MIDFIELDER;2200000;125;3.53
pl-k00082076;Timon;Weiner;Weiner;Timon Weiner;Holstein Kiel;GOALKEEPER;2400000;98;3.56
pl-k00082087;Arne;Maier;Maier;Arne Maier;FC Augsburg;MIDFIELDER;1600000;42;3.91
pl-k00082119;Fabian;Bredlow;Bredlow;Fabian Bredlow;VfB Stuttgart;GOALKEEPER;800000;0;0.0
pl-k00082539;Milos;Veljkovic;Veljkovic;Milos Veljkovic;Werder Bremen;DEFENDER;1700000;44;3.65
pl-k00082694;Savino;Marotta;Marotta;Savino Marotta;VfL Bochum;MIDFIELDER;999000000;0;0.0
pl-k00082711;Sirlord;Conteh;S. Conteh;Sirlord Conteh;1. FC Heidenheim;MIDFIELDER;1300000;36;4.03
pl-k00082727;Robin;Hack;Hack;Robin Hack;Bor. Mönchengladbach;MIDFIELDER;3500000;133;3.71
pl-k00082732;Denis;Vavro;Vavro;Denis Vavro;VfL Wolfsburg;DEFENDER;1800000;136;3.45
pl-k00082966;Matus;Bero;Bero;Matus Bero;VfL Bochum;MIDFIELDER;1600000;142;3.5
pl-k00083673;Ivan;Ordets;Ordets;Ivan Ordets;VfL Bochum;DEFENDER;1800000;50;3.93
pl-k00083706;Gianluca;de Meo;de Meo;Gianluca de Meo;VfL Bochum;FORWARD;999000000;0;0.0
pl-k00083812;Gerrit;Holtmann;Holtmann;Gerrit Holtmann;VfL Bochum;FORWARD;1000000;58;3.76
pl-k00083988;Marius;Bülter;Bülter;Marius Bülter;TSG Hoffenheim;FORWARD;2400000;126;3.5
pl-k00084309;Jonas;Omlin;Omlin;Jonas Omlin;Bor. Mönchengladbach;GOALKEEPER;2600000;53;3.33
pl-k00084365;Nico;Elvedi;Elvedi;Nico Elvedi;Bor. Mönchengladbach;DEFENDER;2000000;111;3.46
pl-k00084523;Eric;Dier;Dier;Eric Dier;Bayern München;DEFENDER;3200000;116;3.03
pl-k00084538;Manolis;Saliakas;Saliakas;Manolis Saliakas;FC St. Pauli;DEFENDER;1600000;98;3.75
pl-k00084545;Marco;Komenda;Komenda;Marco Komenda;Holstein Kiel;DEFENDER;1200000;38;4.03
pl-k00084550;Robin;Koch;R. Koch;Robin Koch;Eintracht Frankfurt;DEFENDER;3000000;181;3.1
pl-k00084940;Philipp;Lienhart;Lienhart;Philipp Lienhart;SC Freiburg;DEFENDER;3000000;135;3.47
pl-k00084943;Konrad;Laimer;Laimer;Konrad Laimer;Bayern München;MIDFIELDER;3200000;116;3.43
pl-k00085013;Joao Maria;Lobo Alves Palhinha Goncalves;Joao Palhinha;Joao Palhinha;Bayern München;MIDFIELDER;5000000;40;3.56
pl-k00085014;André;Silva;Silva;André Silva;Werder Bremen;FORWARD;2800000;38;3.81
pl-k00085139;Lion;Schweers;Schweers;Lion Schweers;Bor. Mönchengladbach;DEFENDER;999000000;0;0.0
pl-k00085382;Julian;Chabot;Chabot;Julian Chabot;VfB Stuttgart;DEFENDER;3200000;165;3.2
pl-k00085575;Reece;Oxford;Oxford;Reece Oxford;FC Augsburg;DEFENDER;1000000;0;0.0
pl-k00085778;Patrik;Schick;Schick;Patrik Schick;Bayer 04 Leverkusen;FORWARD;4000000;218;3.0
pl-k00086106;Phillip;Tietz;P. Tietz;Phillip Tietz;FC Augsburg;FORWARD;1800000;107;3.75
pl-k00086138;Niklas;Beste;Beste;Niklas Beste;SC Freiburg;MIDFIELDER;3400000;24;3.75
pl-k00086166;Raphael;Guerreiro;Guerreiro;Raphael Guerreiro;Bayern München;DEFENDER;3400000;128;3.31
pl-k00087182;Emiliano;Buendia;Buendia;Emiliano Buendia;Bayer 04 Leverkusen;MIDFIELDER;2500000;36;3.63
pl-k00087441;Steve;Mounié;Mounié;Steve Mounié;FC Augsburg;FORWARD;1600000;29;3.83
pl-k00087673;Gregor;Kobel;Kobel;Gregor Kobel;Borussia Dortmund;GOALKEEPER;4200000;213;2.97
pl-k00087705;Ermedin;Demirovic;Demirovic;Ermedin Demirovic;VfB Stuttgart;FORWARD;4800000;162;3.56
pl-k00087750;David;Raum;Raum;David Raum;RB Leipzig;DEFENDER;3600000;134;3.14
pl-k00087823;Jae-Sung;Lee;J.-S. Lee;Jae-Sung Lee;1. FSV Mainz 05;MIDFIELDER;2800000;211;3.3
pl-k00087885;Deniz;Undav;Undav;Deniz Undav;VfB Stuttgart;FORWARD;5500000;157;3.23
pl-k00088061;Tim;Skarke;Skarke;Tim Skarke;1. FC Union Berlin;FORWARD;2500000;42;4.18
pl-k00088151;Dayot;Upamecano;Upamecano;Dayot Upamecano;Bayern München;DEFENDER;3000000;138;2.9
pl-k00088182;Yannik;Keitel;Keitel;Yannik Keitel;VfB Stuttgart;MIDFIELDER;2000000;28;3.25
pl-k00088184;Dominik;Marx;Marx;Dominik Marx;VfL Wolfsburg;MIDFIELDER;999000000;0;0.0
pl-k00088192;Jonathan;Burkardt;Burkardt;Jonathan Burkardt;1. FSV Mainz 05;FORWARD;3800000;236;3.06
pl-k00088240;Aleix;Garcia;Aleix Garcia;Aleix Garcia;Bayer 04 Leverkusen;MIDFIELDER;3200000;109;3.56
pl-k00088705;Ivan;Prtajin;Prtajin;Ivan Prtajin;1. FC Union Berlin;FORWARD;1400000;8;4.0
pl-k00088765;Lars;Ritzka;La. Ritzka;Lars Ritzka;FC St. Pauli;DEFENDER;1200000;55;3.77
pl-k00088770;Jacob;Bruun Larsen;Bruun Larsen;Jacob Bruun Larsen;VfB Stuttgart;FORWARD;1800000;89;3.36
pl-k00088986;Diadie;Samassekou;Samassekou;Diadie Samassekou;TSG Hoffenheim;MIDFIELDER;1400000;22;3.8
pl-k00089150;Ruben;Reisig;Reisig;Ruben Reisig;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00089233;Mathias;Honsak;Honsak;Mathias Honsak;1. FC Heidenheim;FORWARD;1300000;67;3.8
pl-k00089434;Xaver;Schlager;X. Schlager;Xaver Schlager;RB Leipzig;MIDFIELDER;3000000;12;3.5
pl-k00089441;Lucas;Tousart;Tousart;Lucas Tousart;1. FC Union Berlin;MIDFIELDER;2400000;30;3.85
pl-k00089442;Serhou;Guirassy;Guirassy;Serhou Guirassy;Borussia Dortmund;FORWARD;7500000;228;3.3
pl-k00089649;Ramy;Bensebaini;Bensebaini;Ramy Bensebaini;Borussia Dortmund;DEFENDER;2400000;146;3.33
pl-k00089650;Jerome;Roussillon;Roussillon;Jerome Roussillon;1. FC Union Berlin;DEFENDER;1700000;8;4.5
pl-k00089655;Ellyes;Skhiri;Skhiri;Ellyes Skhiri;Eintracht Frankfurt;MIDFIELDER;3200000;100;3.7
pl-k00089775;Sören;Ahlers;Ahlers;Sören Ahlers;FC St. Pauli;GOALKEEPER;500000;0;0.0
pl-k00089857;Maxim;Leitsch;Leitsch;Maxim Leitsch;1. FSV Mainz 05;DEFENDER;1500000;47;3.45
pl-k00089892;Ridle;Baku;R. Baku;Ridle Baku;RB Leipzig;MIDFIELDER;2000000;141;3.62
pl-k00089910;Eric;Verstappen;Verstappen;Eric Verstappen;TSG Hoffenheim;GOALKEEPER;999000000;0;0.0
pl-k00090042;Marco;Friedl;Friedl;Marco Friedl;Werder Bremen;DEFENDER;3500000;138;3.08
pl-k00090133;Omar Haktab;Traoré;Traoré;Omar Haktab Traoré;1. FC Heidenheim;DEFENDER;1800000;96;3.72
pl-k00090149;Florent;Muslija;Muslija;Florent Muslija;SC Freiburg;MIDFIELDER;1600000;16;4.0
pl-k00090371;Philipp;Sander;Sander;Philipp Sander;Bor. Mönchengladbach;MIDFIELDER;2000000;74;3.75
pl-k00090996;Exequiel;Palacios;Palacios;Exequiel Palacios;Bayer 04 Leverkusen;MIDFIELDER;5000000;127;2.9
pl-k00091011;Fiete;Arp;Arp;Fiete Arp;Holstein Kiel;FORWARD;1200000;37;3.92
pl-k00091126;Franck;Honorat;Honorat;Franck Honorat;Bor. Mönchengladbach;MIDFIELDER;2800000;117;3.42
pl-k00091372;Josip;Juranovic;Juranovic;Josip Juranovic;1. FC Union Berlin;DEFENDER;1800000;48;3.73
pl-k00091663;Laszlo;Benes;Benes;Laszlo Benes;1. FC Union Berlin;MIDFIELDER;2000000;34;4.38
pl-k00092237;Danilho;Doekhi;Doekhi;Danilho Doekhi;1. FC Union Berlin;DEFENDER;2600000;134;3.59
pl-k00092331;Bernardo;Fernandes da Silva Junior;Bernardo;Bernardo;VfL Bochum;DEFENDER;2600000;90;3.38
pl-k00093478;Oliver;Burke;Burke;Oliver Burke;Werder Bremen;FORWARD;800000;78;3.7
pl-k00093610;Pavao;Pervan;Pervan;Pavao Pervan;VfL Wolfsburg;GOALKEEPER;500000;0;0.0
pl-k00093688;Cedric;Zesiger;Zesiger;Cedric Zesiger;FC Augsburg;DEFENDER;1800000;86;3.52
pl-k00093843;Daniel;Klein;Klein;Daniel Klein;FC Augsburg;GOALKEEPER;500000;0;0.0
pl-k00093857;Tom;Krauß;Krauß;Tom Krauß;VfL Bochum;MIDFIELDER;1800000;62;3.36
pl-k00093858;Kaan;Kurt;K. Kurt;Kaan Kurt;Holstein Kiel;DEFENDER;999000000;0;0.0
pl-k00094305;Tim;Siersleben;Siersleben;Tim Siersleben;1. FC Heidenheim;DEFENDER;1200000;48;3.71
pl-k00094599;Stefan;Schimmer;Schimmer;Stefan Schimmer;1. FC Heidenheim;FORWARD;1000000;2;4.7
pl-k00094959;Romano;Schmid;Schmid;Romano Schmid;Werder Bremen;MIDFIELDER;3200000;195;3.33
pl-k00095063;Kristijan;Jakic;Jakic;Kristijan Jakic;FC Augsburg;MIDFIELDER;1800000;94;3.77
pl-k00095202;Stefan;Drljaca;Drljaca;Stefan Drljaca;VfB Stuttgart;GOALKEEPER;500000;0;0.0
pl-k00095222;Carlo;Boukhalfa;Boukhalfa;Carlo Boukhalfa;FC St. Pauli;MIDFIELDER;1000000;78;3.73
pl-k00095291;Lovro;Majer;Majer;Lovro Majer;VfL Wolfsburg;MIDFIELDER;2200000;48;2.63
pl-k00095487;Robert;Skov;Skov;Robert Skov;1. FC Union Berlin;MIDFIELDER;1700000;50;3.77
pl-k00095662;Dennis-Mukuna;Mbay;Mbay;Dennis-Mukuna Mbay;Bayer 04 Leverkusen;FORWARD;999000000;0;0.0
pl-k00095745;Derrick;Köhn;Köhn;Derrick Köhn;Werder Bremen;DEFENDER;1800000;62;4.0
pl-k00095748;Julian;Ulbricht;Ulbricht;Julian Ulbricht;FC St. Pauli;FORWARD;999000000;0;0.0
pl-k00096032;Felix;Agu;Agu;Felix Agu;Werder Bremen;DEFENDER;1600000;98;3.59
pl-k00096038;Anton;Stach;Stach;Anton Stach;TSG Hoffenheim;MIDFIELDER;3000000;159;3.25
pl-k00096140;Nico;Schlotterbeck;N. Schlotterbeck;Nico Schlotterbeck;Borussia Dortmund;DEFENDER;3800000;106;3.36
pl-k00096210;Eric;Smith;Smith;Eric Smith;FC St. Pauli;DEFENDER;1800000;134;3.53
pl-k00096680;Rasmus;Kristensen;Kristensen;Rasmus Kristensen;Eintracht Frankfurt;DEFENDER;2000000;186;3.22
pl-k00096744;Fredrik;Jensen;F. Jensen;Fredrik Jensen;FC Augsburg;MIDFIELDER;1600000;26;4.17
pl-k00097350;Dimitrios;Giannoulis;Giannoulis;Dimitrios Giannoulis;FC Augsburg;DEFENDER;1700000;128;3.6
pl-k00097392;Budu;Zivzivadze;Zivzivadze;Budu Zivzivadze;1. FC Heidenheim;FORWARD;2300000;61;3.58
pl-k00097452;Alexis;Claude-Maurice;Claude-Maurice;Alexis Claude-Maurice;FC Augsburg;MIDFIELDER;1600000;168;3.43
pl-k00097526;Arnaud;Nordin;Nordin;Arnaud Nordin;1. FSV Mainz 05;FORWARD;2000000;12;3.5
pl-k00097629;Erhan;Masovic;Masovic;Erhan Masovic;VfL Bochum;DEFENDER;1500000;38;4.1
pl-k00097797;Martin;Terrier;Terrier;Martin Terrier;Bayer 04 Leverkusen;FORWARD;3000000;50;3.56
pl-k00097901;Max;Geschwill;Geschwill;Max Geschwill;Holstein Kiel;DEFENDER;1000000;45;3.94
pl-k00097912;Noah;Weißhaupt;Weißhaupt;Noah Weißhaupt;FC St. Pauli;MIDFIELDER;1600000;54;3.82
pl-k00098165;Mergim;Berisha;M. Berisha;Mergim Berisha;FC Augsburg;FORWARD;2200000;35;3.57
pl-k00098320;Nordi;Mukiele;Mukiele;Nordi Mukiele;Bayer 04 Leverkusen;DEFENDER;2200000;57;3.45
pl-k00098654;Myron;Boadu;Boadu;Myron Boadu;VfL Bochum;FORWARD;1700000;81;3.79
pl-k00099583;Alphonso;Davies;Davies;Alphonso Davies;Bayern München;DEFENDER;3400000;111;3.13
pl-k00099754;Ibrahima;Sissoko;Sissoko;Ibrahima Sissoko;VfL Bochum;MIDFIELDER;1800000;147;3.42
pl-k00099757;Mattias;Svanberg;Svanberg;Mattias Svanberg;VfL Wolfsburg;MIDFIELDER;2200000;66;3.77
pl-k00099794;Amadou;Haidara;A. Haidara;Amadou Haidara;RB Leipzig;MIDFIELDER;2800000;72;3.76
pl-k00099897;Lennard;Maloney;Maloney;Lennard Maloney;1. FSV Mainz 05;MIDFIELDER;2000000;38;3.85
pl-k00099914;Josha;Vagnoman;Vagnoman;Josha Vagnoman;VfB Stuttgart;DEFENDER;2200000;63;3.89
pl-k00099917;Luca;Mack;Mack;Luca Mack;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00099946;Nikolas;Nartey;Nartey;Nikolas Nartey;VfB Stuttgart;MIDFIELDER;1000000;2;0.0
pl-k00100299;Dan-Axel;Zagadou;Zagadou;Dan-Axel Zagadou;VfB Stuttgart;DEFENDER;2000000;4;0.0
pl-k00100305;Anthony;Caci;Caci;Anthony Caci;1. FSV Mainz 05;DEFENDER;2000000;173;3.33
pl-k00100445;David;Deger;Deger;David Deger;FC Augsburg;MIDFIELDER;999000000;0;0.0
pl-k00100558;Lutsharel;Geertruida;Geertruida;Lutsharel Geertruida;RB Leipzig;DEFENDER;2600000;62;3.87
pl-k00100591;Paul;Nebel;Nebel;Paul Nebel;1. FSV Mainz 05;MIDFIELDER;1800000;247;2.86
pl-k00100593;Frederik;Schumann;Schumann;Frederik Schumann;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00100804;Ozan;Kabak;Kabak;Ozan Kabak;TSG Hoffenheim;DEFENDER;2000000;0;0.0
pl-k00101253;Mads;Pedersen;Pedersen;Mads Pedersen;FC Augsburg;DEFENDER;1400000;0;4.63
pl-k00101451;Benedict;Hollerbach;Hollerbach;Benedict Hollerbach;1. FC Union Berlin;FORWARD;1800000;178;3.5
pl-k00101460;Keven;Schlotterbeck;K. Schlotterbeck;Keven Schlotterbeck;FC Augsburg;DEFENDER;2800000;80;3.5
pl-k00101614;Diogo Filipe;Monteiro Pinto Leite;Diogo Leite;Diogo Leite;1. FC Union Berlin;DEFENDER;1700000;119;3.57
pl-k00101639;Dani;de Wit;D. de Wit;Dani de Wit;VfL Bochum;MIDFIELDER;2200000;46;4.19
pl-k00101673;Lukas;Nmecha;L. Nmecha;Lukas Nmecha;VfL Wolfsburg;FORWARD;1700000;41;3.93
pl-k00101721;Woo-Yeong;Jeong;Jeong;Woo-Yeong Jeong;1. FC Union Berlin;MIDFIELDER;1600000;70;3.88
pl-k00101854;Siebe;Van der Heyden;Van der Heyden;Siebe Van der Heyden;FC St. Pauli;DEFENDER;1200000;34;3.83
pl-k00101899;Frank;Onyeka;Onyeka;Frank Onyeka;FC Augsburg;MIDFIELDER;1700000;110;3.61
pl-k00101934;Mads;Roerslev;Roerslev;Mads Roerslev;VfL Wolfsburg;DEFENDER;2000000;10;3.9
pl-k00102731;Josip;Stanisic;Stanisic;Josip Stanisic;Bayern München;DEFENDER;2500000;60;3.25
pl-k00102736;Can;Karatas;Karatas;Can Karatas;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00102795;Luca;Philipp;Philipp;Luca Philipp;TSG Hoffenheim;GOALKEEPER;800000;37;3.08
pl-k00102800;Christoph;Baumgartner;Baumgartner;Christoph Baumgartner;RB Leipzig;MIDFIELDER;3000000;78;3.88
pl-k00102817;Ritsu;Doan;Doan;Ritsu Doan;SC Freiburg;MIDFIELDER;4000000;256;3.06
pl-k00102874;Dominik;Crljenec;Crljenec;Dominik Crljenec;Eintracht Frankfurt;DEFENDER;999000000;0;0.0
pl-k00102956;Kamil;Grabara;Grabara;Kamil Grabara;VfL Wolfsburg;GOALKEEPER;2800000;193;3.0
pl-k00102978;Finn Ole;Becker;Becker;Finn Ole Becker;TSG Hoffenheim;MIDFIELDER;1300000;35;3.81
pl-k00103259;Mario;Hermoso;Hermoso;Mario Hermoso;Bayer 04 Leverkusen;DEFENDER;2000000;12;3.67
pl-k00103305;Philipp;Treu;Treu;Philipp Treu;FC St. Pauli;DEFENDER;1400000;135;3.55
pl-k00103374;Patrick;Osterhage;Osterhage;Patrick Osterhage;SC Freiburg;MIDFIELDER;2400000;122;3.46
